id	scatter_idx	chrom	start	end	scatter_length
scaffold_group005	scat_0001	VYXG01013730.1_RagTag	1	220	2984842
scaffold_group005	scat_0001	ScTjWWh_199-HRSCAF-355_RagTag	1	217	2984842
scaffold_group005	scat_0001	VYXG01013644.1_RagTag	1	217	2984842
scaffold_group005	scat_0001	VYXG01013612.1_RagTag	1	216	2984842
scaffold_group005	scat_0001	VYXG01013588.1_RagTag	1	215	2984842
scaffold_group005	scat_0001	VYXG01013515.1_RagTag	1	213	2984842
scaffold_group005	scat_0001	VYXG01013465.1_RagTag	1	212	2984842
scaffold_group005	scat_0001	VYXG01013420.1_RagTag	1	211	2984842
scaffold_group005	scat_0001	VYXG01013446.1_RagTag	1	211	2984842
scaffold_group005	scat_0001	VYXG01013360.1_RagTag	1	209	2984842
scaffold_group005	scat_0001	VYXG01013310.1_RagTag	1	208	2984842
scaffold_group005	scat_0001	VYXG01013337.1_RagTag	1	208	2984842
scaffold_group005	scat_0001	VYXG01013276.1_RagTag	1	206	2984842
scaffold_group005	scat_0001	VYXG01013245.1_RagTag	1	205	2984842
scaffold_group005	scat_0001	ScTjWWh_2318-HRSCAF-3670_RagTag	1	203	2984842
scaffold_group005	scat_0001	VYXG01013142.1_RagTag	1	203	2984842
scaffold_group005	scat_0001	VYXG01013095.1_RagTag	1	202	2984842
scaffold_group005	scat_0001	VYXG01013136.1_RagTag	1	202	2984842
scaffold_group005	scat_0001	VYXG01013013.1_RagTag	1	200	2984842
scaffold_group005	scat_0001	VYXG01013034.1_RagTag	1	200	2984842
scaffold_group006	scat_0001	VYXG01010662.1_RagTag	1	598410	2984842
scaffold_group006	scat_0001	VYXG01004165.1_RagTag	1	255426	2984842
scaffold_group006	scat_0001	VYXG01003752.1_RagTag	1	214708	2984842
scaffold_group006	scat_0001	VYXG01009084.1_RagTag	1	181736	2984842
scaffold_group006	scat_0001	VYXG01000510.1_RagTag	1	160691	2984842
scaffold_group006	scat_0001	VYXG01009342.1_RagTag	1	137397	2984842
scaffold_group006	scat_0001	VYXG01010866.1_RagTag	1	121945	2984842
scaffold_group006	scat_0001	VYXG01006067.1_RagTag	1	108961	2984842
scaffold_group006	scat_0001	VYXG01001030.1_RagTag	1	96639	2984842
scaffold_group006	scat_0001	VYXG01002642.1_RagTag	1	78421	2984842
scaffold_group006	scat_0001	VYXG01000645.1_RagTag	1	67608	2984842
scaffold_group006	scat_0001	VYXG01007295.1_RagTag	1	57389	2984842
scaffold_group006	scat_0001	VYXG01008514.1_RagTag	1	49647	2984842
scaffold_group006	scat_0001	VYXG01001516.1_RagTag	1	43706	2984842
scaffold_group006	scat_0001	VYXG01007147.1_RagTag	1	36758	2984842
scaffold_group006	scat_0001	VYXG01001203.1_RagTag	1	35221	2984842
scaffold_group006	scat_0001	VYXG01001293.1_RagTag	1	27580	2984842
scaffold_group006	scat_0001	VYXG01000414.1_RagTag	1	27024	2984842
scaffold_group006	scat_0001	VYXG01010694.1_RagTag	1	21441	2984842
scaffold_group006	scat_0001	ScTjWWh_3241-HRSCAF-5073_RagTag	1	21251	2984842
scaffold_group006	scat_0001	VYXG01006298.1_RagTag	1	17845	2984842
scaffold_group006	scat_0001	ScTjWWh_1901-HRSCAF-3022_RagTag	1	16949	2984842
scaffold_group006	scat_0001	ScTjWWh_150-HRSCAF-268_RagTag	1	15766	2984842
scaffold_group006	scat_0001	ScTjWWh_1579-HRSCAF-2530_RagTag	1	14001	2984842
scaffold_group006	scat_0001	ScTjWWh_2315-HRSCAF-3665_RagTag	1	13299	2984842
scaffold_group006	scat_0001	VYXG01011230.1_RagTag	1	12687	2984842
scaffold_group006	scat_0001	VYXG01011593.1_RagTag	1	11850	2984842
scaffold_group006	scat_0001	VYXG01010815.1_RagTag	1	10977	2984842
scaffold_group006	scat_0001	VYXG01005857.1_RagTag	1	10680	2984842
scaffold_group006	scat_0001	ScTjWWh_2062-HRSCAF-3259_RagTag	1	10285	2984842
scaffold_group006	scat_0001	VYXG01008799.1_RagTag	1	9438	2984842
scaffold_group006	scat_0001	VYXG01001701.1_RagTag	1	8981	2984842
scaffold_group006	scat_0001	ScTjWWh_560-HRSCAF-928_RagTag	1	8788	2984842
scaffold_group006	scat_0001	VYXG01002022.1_RagTag	1	8406	2984842
scaffold_group006	scat_0001	ScTjWWh_470-HRSCAF-786_RagTag	1	8151	2984842
scaffold_group006	scat_0001	VYXG01002302.1_RagTag	1	7835	2984842
scaffold_group006	scat_0001	VYXG01005596.1_RagTag	1	7529	2984842
scaffold_group006	scat_0001	ScTjWWh_803-HRSCAF-1303_RagTag	1	7295	2984842
scaffold_group006	scat_0001	VYXG01003265.1_RagTag	1	7136	2984842
scaffold_group006	scat_0001	ScTjWWh_3169-HRSCAF-4962_RagTag	1	6730	2984842
scaffold_group006	scat_0001	VYXG01008105.1_RagTag	1	6642	2984842
scaffold_group006	scat_0001	VYXG01010906.1_RagTag	1	6328	2984842
scaffold_group006	scat_0001	VYXG01010619.1_RagTag	1	6250	2984842
scaffold_group006	scat_0001	VYXG01008367.1_RagTag	1	5983	2984842
scaffold_group006	scat_0001	VYXG01002743.1_RagTag	1	5908	2984842
scaffold_group006	scat_0001	VYXG01004233.1_RagTag	1	5658	2984842
scaffold_group006	scat_0001	VYXG01005620.1_RagTag	1	5598	2984842
scaffold_group006	scat_0001	ScTjWWh_1339-HRSCAF-2156_RagTag	1	5327	2984842
scaffold_group006	scat_0001	ScTjWWh_1159-HRSCAF-1890_RagTag	1	5317	2984842
scaffold_group006	scat_0001	VYXG01005443.1_RagTag	1	4996	2984842
scaffold_group006	scat_0001	VYXG01001489.1_RagTag	1	4978	2984842
scaffold_group006	scat_0001	VYXG01009972.1_RagTag	1	4810	2984842
scaffold_group006	scat_0001	VYXG01009384.1_RagTag	1	4695	2984842
scaffold_group006	scat_0001	VYXG01008759.1_RagTag	1	4620	2984842
scaffold_group006	scat_0001	VYXG01001564.1_RagTag	1	4418	2984842
scaffold_group006	scat_0001	VYXG01006637.1_RagTag	1	4412	2984842
scaffold_group006	scat_0001	VYXG01010877.1_RagTag	1	4222	2984842
scaffold_group006	scat_0001	ScTjWWh_1958-HRSCAF-3112_RagTag	1	4133	2984842
scaffold_group006	scat_0001	VYXG01004669.1_RagTag	1	4057	2984842
scaffold_group006	scat_0001	VYXG01001641.1_RagTag	1	3902	2984842
scaffold_group006	scat_0001	VYXG01000857.1_RagTag	1	3858	2984842
scaffold_group006	scat_0001	VYXG01003646.1_RagTag	1	3732	2984842
scaffold_group006	scat_0001	VYXG01018114.1_RagTag	1	3685	2984842
scaffold_group006	scat_0001	VYXG01003244.1_RagTag	1	3518	2984842
scaffold_group006	scat_0001	VYXG01018107.1_RagTag	1	3490	2984842
scaffold_group006	scat_0001	ScTjWWh_1809-HRSCAF-2890_RagTag	1	3363	2984842
scaffold_group006	scat_0001	VYXG01000621.1_RagTag	1	3347	2984842
scaffold_group006	scat_0001	VYXG01001689.1_RagTag	1	3219	2984842
scaffold_group006	scat_0001	VYXG01011800.1_RagTag	1	3211	2984842
scaffold_group006	scat_0001	VYXG01001209.1_RagTag	1	3112	2984842
scaffold_group006	scat_0001	VYXG01004715.1_RagTag	1	3077	2984842
scaffold_group006	scat_0001	ScTjWWh_319-HRSCAF-544_RagTag	1	2995	2984842
scaffold_group006	scat_0001	VYXG01011606.1_RagTag	1	2970	2984842
scaffold_group006	scat_0001	VYXG01008571.1_RagTag	1	2896	2984842
scaffold_group006	scat_0001	VYXG01010850.1_RagTag	1	2853	2984842
scaffold_group006	scat_0001	ScTjWWh_2775-HRSCAF-4380_RagTag	1	2788	2984842
scaffold_group006	scat_0001	VYXG01006380.1_RagTag	1	2743	2984842
scaffold_group006	scat_0001	VYXG01004515.1_RagTag	1	2715	2984842
scaffold_group006	scat_0001	VYXG01003803.1_RagTag	1	2684	2984842
scaffold_group006	scat_0001	VYXG01006039.1_RagTag	1	2628	2984842
scaffold_group006	scat_0001	VYXG01008318.1_RagTag	1	2588	2984842
scaffold_group006	scat_0001	VYXG01005265.1_RagTag	1	2553	2984842
scaffold_group006	scat_0001	VYXG01001104.1_RagTag	1	2508	2984842
scaffold_group006	scat_0001	VYXG01001664.1_RagTag	1	2491	2984842
scaffold_group006	scat_0001	VYXG01004386.1_RagTag	1	2436	2984842
scaffold_group006	scat_0001	ScTjWWh_2711-HRSCAF-4271_RagTag	1	2427	2984842
scaffold_group006	scat_0001	ScTjWWh_3643-HRSCAF-5666_RagTag	1	2371	2984842
scaffold_group006	scat_0001	VYXG01001450.1_RagTag	1	2363	2984842
scaffold_group006	scat_0001	VYXG01003210.1_RagTag	1	2311	2984842
scaffold_group006	scat_0001	VYXG01012345.1_RagTag	1	2288	2984842
scaffold_group006	scat_0001	VYXG01011861.1_RagTag	1	2251	2984842
scaffold_group006	scat_0001	VYXG01005937.1_RagTag	1	2224	2984842
scaffold_group006	scat_0001	ScTjWWh_3440-HRSCAF-5391_RagTag	1	2191	2984842
scaffold_group006	scat_0001	VYXG01011056.1_RagTag	1	2156	2984842
scaffold_group006	scat_0001	VYXG01003588.1_RagTag	1	2128	2984842
scaffold_group006	scat_0001	ScTjWWh_3222-HRSCAF-5044_RagTag	1	2097	2984842
scaffold_group006	scat_0001	VYXG01012991.1_RagTag	1	2077	2984842
scaffold_group006	scat_0001	VYXG01008934.1_RagTag	1	2016	2984842
scaffold_group006	scat_0001	VYXG01010762.1_RagTag	1	2001	2984842
scaffold_group006	scat_0001	VYXG01007918.1_RagTag	1	1956	2984842
scaffold_group006	scat_0001	VYXG01005873.1_RagTag	1	1940	2984842
scaffold_group006	scat_0001	VYXG01003195.1_RagTag	1	1899	2984842
scaffold_group006	scat_0001	VYXG01002431.1_RagTag	1	1887	2984842
scaffold_group006	scat_0001	VYXG01009926.1_RagTag	1	1844	2984842
scaffold_group006	scat_0001	VYXG01007386.1_RagTag	1	1823	2984842
scaffold_group006	scat_0001	ScTjWWh_3558-HRSCAF-5553_RagTag	1	1794	2984842
scaffold_group006	scat_0001	VYXG01001949.1_RagTag	1	1758	2984842
scaffold_group006	scat_0001	VYXG01003681.1_RagTag	1	1750	2984842
scaffold_group006	scat_0001	VYXG01001947.1_RagTag	1	1709	2984842
scaffold_group006	scat_0001	ScTjWWh_2039-HRSCAF-3221_RagTag	1	1684	2984842
scaffold_group006	scat_0001	VYXG01010133.1_RagTag	1	1668	2984842
scaffold_group006	scat_0001	VYXG01011799.1_RagTag	1	1643	2984842
scaffold_group006	scat_0001	VYXG01009448.1_RagTag	1	1628	2984842
scaffold_group006	scat_0001	VYXG01007159.1_RagTag	1	1600	2984842
scaffold_group006	scat_0001	VYXG01010073.1_RagTag	1	1593	2984842
scaffold_group006	scat_0001	VYXG01004731.1_RagTag	1	1558	2984842
scaffold_group006	scat_0001	VYXG01000768.1_RagTag	1	1556	2984842
scaffold_group006	scat_0001	VYXG01001893.1_RagTag	1	1524	2984842
scaffold_group006	scat_0001	VYXG01002978.1_RagTag	1	1519	2984842
scaffold_group006	scat_0001	ScTjWWh_2480-HRSCAF-3913_RagTag	1	1486	2984842
scaffold_group006	scat_0001	VYXG01003163.1_RagTag	1	1480	2984842
scaffold_group006	scat_0001	VYXG01007071.1_RagTag	1	1448	2984842
scaffold_group006	scat_0001	VYXG01000917.1_RagTag	1	1443	2984842
scaffold_group006	scat_0001	VYXG01011951.1_RagTag	1	1419	2984842
scaffold_group006	scat_0001	VYXG01002967.1_RagTag	1	1414	2984842
scaffold_group006	scat_0001	VYXG01009288.1_RagTag	1	1396	2984842
scaffold_group006	scat_0001	VYXG01010432.1_RagTag	1	1395	2984842
scaffold_group006	scat_0001	VYXG01017871.1_RagTag	1	1366	2984842
scaffold_group006	scat_0001	VYXG01006571.1_RagTag	1	1356	2984842
scaffold_group006	scat_0001	VYXG01004073.1_RagTag	1	1346	2984842
scaffold_group006	scat_0001	ScTjWWh_3456-HRSCAF-5413_RagTag	1	1327	2984842
scaffold_group006	scat_0001	VYXG01009610.1_RagTag	1	1320	2984842
scaffold_group006	scat_0001	VYXG01010373.1_RagTag	1	1306	2984842
scaffold_group006	scat_0001	VYXG01003624.1_RagTag	1	1297	2984842
scaffold_group006	scat_0001	VYXG01008180.1_RagTag	1	1286	2984842
scaffold_group006	scat_0001	VYXG01004437.1_RagTag	1	1268	2984842
scaffold_group006	scat_0001	VYXG01006707.1_RagTag	1	1254	2984842
scaffold_group006	scat_0001	VYXG01011689.1_RagTag	1	1251	2984842
scaffold_group006	scat_0001	VYXG01002744.1_RagTag	1	1226	2984842
scaffold_group006	scat_0001	VYXG01007592.1_RagTag	1	1226	2984842
scaffold_group006	scat_0001	VYXG01009306.1_RagTag	1	1211	2984842
scaffold_group006	scat_0001	VYXG01007617.1_RagTag	1	1195	2984842
scaffold_group006	scat_0001	VYXG01017791.1_RagTag	1	1194	2984842
scaffold_group006	scat_0001	VYXG01011886.1_RagTag	1	1179	2984842
scaffold_group006	scat_0001	VYXG01007138.1_RagTag	1	1175	2984842
scaffold_group006	scat_0001	VYXG01004799.1_RagTag	1	1160	2984842
scaffold_group006	scat_0001	VYXG01005698.1_RagTag	1	1158	2984842
scaffold_group006	scat_0001	VYXG01011078.1_RagTag	1	1148	2984842
scaffold_group006	scat_0001	VYXG01017760.1_RagTag	1	1140	2984842
scaffold_group006	scat_0001	VYXG01000783.1_RagTag	1	1125	2984842
scaffold_group006	scat_0001	VYXG01012066.1_RagTag	1	1125	2984842
scaffold_group006	scat_0001	ScTjWWh_1762-HRSCAF-2805_RagTag	1	1106	2984842
scaffold_group006	scat_0001	VYXG01011162.1_RagTag	1	1106	2984842
scaffold_group006	scat_0001	ScTjWWh_3267-HRSCAF-5114_RagTag	1	1091	2984842
scaffold_group006	scat_0001	VYXG01000476.1_RagTag	1	1090	2984842
scaffold_group006	scat_0001	VYXG01012954.1_RagTag	1	1076	2984842
scaffold_group006	scat_0001	VYXG01002796.1_RagTag	1	1071	2984842
scaffold_group006	scat_0001	VYXG01009383.1_RagTag	1	1063	2984842
scaffold_group006	scat_0001	VYXG01003172.1_RagTag	1	1054	2984842
scaffold_group006	scat_0001	VYXG01017692.1_RagTag	1	1048	2984842
scaffold_group006	scat_0001	VYXG01007798.1_RagTag	1	1037	2984842
scaffold_group006	scat_0001	VYXG01000469.1_RagTag	1	1031	2984842
scaffold_group006	scat_0001	VYXG01001942.1_RagTag	1	1025	2984842
scaffold_group006	scat_0001	ScTjWWh_2589-HRSCAF-4079_RagTag	1	1014	2984842
scaffold_group006	scat_0001	VYXG01003833.1_RagTag	1	1011	2984842
scaffold_group006	scat_0001	VYXG01001790.1_RagTag	1	997	2984842
scaffold_group006	scat_0001	VYXG01000196.1_RagTag	1	996	2984842
scaffold_group006	scat_0001	VYXG01000130.1_RagTag	1	976	2984842
scaffold_group006	scat_0001	VYXG01006447.1_RagTag	1	975	2984842
scaffold_group006	scat_0001	VYXG01017619.1_RagTag	1	967	2984842
scaffold_group006	scat_0001	VYXG01012033.1_RagTag	1	954	2984842
scaffold_group006	scat_0001	VYXG01002544.1_RagTag	1	953	2984842
scaffold_group006	scat_0001	VYXG01007526.1_RagTag	1	939	2984842
scaffold_group006	scat_0001	VYXG01003375.1_RagTag	1	936	2984842
scaffold_group006	scat_0001	VYXG01017576.1_RagTag	1	927	2984842
scaffold_group006	scat_0001	VYXG01001644.1_RagTag	1	925	2984842
scaffold_group006	scat_0001	ScTjWWh_2534-HRSCAF-4001_RagTag	1	915	2984842
scaffold_group006	scat_0001	VYXG01010364.1_RagTag	1	913	2984842
scaffold_group006	scat_0001	VYXG01008629.1_RagTag	1	898	2984842
scaffold_group006	scat_0001	VYXG01004963.1_RagTag	1	897	2984842
scaffold_group006	scat_0001	VYXG01003701.1_RagTag	1	887	2984842
scaffold_group006	scat_0001	VYXG01008577.1_RagTag	1	883	2984842
scaffold_group006	scat_0001	VYXG01000548.1_RagTag	1	877	2984842
scaffold_group006	scat_0001	VYXG01004720.1_RagTag	1	873	2984842
scaffold_group006	scat_0001	VYXG01001604.1_RagTag	1	870	2984842
scaffold_group006	scat_0001	VYXG01003420.1_RagTag	1	861	2984842
scaffold_group006	scat_0001	VYXG01003716.1_RagTag	1	858	2984842
scaffold_group006	scat_0001	VYXG01005317.1_RagTag	1	853	2984842
scaffold_group006	scat_0001	VYXG01005043.1_RagTag	1	848	2984842
scaffold_group006	scat_0001	VYXG01017477.1_RagTag	1	843	2984842
scaffold_group006	scat_0001	ScTjWWh_1456-HRSCAF-2345_RagTag	1	838	2984842
scaffold_group006	scat_0001	VYXG01011111.1_RagTag	1	838	2984842
scaffold_group006	scat_0001	VYXG01002991.1_RagTag	1	830	2984842
scaffold_group006	scat_0001	ScTjWWh_3617-HRSCAF-5635_RagTag	1	829	2984842
scaffold_group006	scat_0001	VYXG01010182.1_RagTag	1	825	2984842
scaffold_group006	scat_0001	VYXG01001651.1_RagTag	1	820	2984842
scaffold_group006	scat_0001	VYXG01002093.1_RagTag	1	818	2984842
scaffold_group006	scat_0001	VYXG01009089.1_RagTag	1	813	2984842
scaffold_group006	scat_0001	ScTjWWh_1683-HRSCAF-2689_RagTag	1	810	2984842
scaffold_group006	scat_0001	VYXG01012748.1_RagTag	1	807	2984842
scaffold_group006	scat_0001	VYXG01010272.1_RagTag	1	799	2984842
scaffold_group006	scat_0001	VYXG01010152.1_RagTag	1	798	2984842
scaffold_group006	scat_0001	VYXG01010270.1_RagTag	1	793	2984842
scaffold_group006	scat_0001	VYXG01000860.1_RagTag	1	791	2984842
scaffold_group006	scat_0001	VYXG01005460.1_RagTag	1	788	2984842
scaffold_group006	scat_0001	VYXG01011918.1_RagTag	1	784	2984842
scaffold_group006	scat_0001	ScTjWWh_2167-HRSCAF-3434_RagTag	1	780	2984842
scaffold_group006	scat_0001	VYXG01006283.1_RagTag	1	778	2984842
scaffold_group006	scat_0001	VYXG01011472.1_RagTag	1	772	2984842
scaffold_group006	scat_0001	VYXG01004403.1_RagTag	1	770	2984842
scaffold_group006	scat_0001	VYXG01009027.1_RagTag	1	766	2984842
scaffold_group006	scat_0001	VYXG01005290.1_RagTag	1	762	2984842
scaffold_group006	scat_0001	VYXG01017377.1_RagTag	1	759	2984842
scaffold_group006	scat_0001	VYXG01001603.1_RagTag	1	752	2984842
scaffold_group006	scat_0001	VYXG01002186.1_RagTag	1	752	2984842
scaffold_group006	scat_0001	VYXG01017355.1_RagTag	1	746	2984842
scaffold_group006	scat_0001	VYXG01008220.1_RagTag	1	742	2984842
scaffold_group006	scat_0001	VYXG01017343.1_RagTag	1	741	2984842
scaffold_group006	scat_0001	VYXG01001645.1_RagTag	1	735	2984842
scaffold_group006	scat_0001	VYXG01004841.1_RagTag	1	735	2984842
scaffold_group006	scat_0001	VYXG01017323.1_RagTag	1	729	2984842
scaffold_group006	scat_0001	VYXG01017313.1_RagTag	1	727	2984842
scaffold_group006	scat_0001	VYXG01003616.1_RagTag	1	721	2984842
scaffold_group006	scat_0001	VYXG01007643.1_RagTag	1	720	2984842
scaffold_group006	scat_0001	VYXG01007517.1_RagTag	1	711	2984842
scaffold_group006	scat_0001	VYXG01001955.1_RagTag	1	710	2984842
scaffold_group006	scat_0001	VYXG01012398.1_RagTag	1	704	2984842
scaffold_group006	scat_0001	ScTjWWh_621-HRSCAF-1018_RagTag	1	698	2984842
scaffold_group006	scat_0001	VYXG01001908.1_RagTag	1	696	2984842
scaffold_group006	scat_0001	VYXG01005035.1_RagTag	1	690	2984842
scaffold_group006	scat_0001	VYXG01003347.1_RagTag	1	686	2984842
scaffold_group006	scat_0001	VYXG01007904.1_RagTag	1	683	2984842
scaffold_group006	scat_0001	VYXG01017221.1_RagTag	1	677	2984842
scaffold_group006	scat_0001	VYXG01017211.1_RagTag	1	674	2984842
scaffold_group006	scat_0001	VYXG01011950.1_RagTag	1	667	2984842
scaffold_group006	scat_0001	VYXG01010621.1_RagTag	1	660	2984842
scaffold_group006	scat_0001	VYXG01017183.1_RagTag	1	658	2984842
scaffold_group006	scat_0001	VYXG01017166.1_RagTag	1	650	2984842
scaffold_group006	scat_0001	VYXG01017161.1_RagTag	1	648	2984842
scaffold_group006	scat_0001	VYXG01017145.1_RagTag	1	643	2984842
scaffold_group006	scat_0001	VYXG01017138.1_RagTag	1	641	2984842
scaffold_group006	scat_0001	VYXG01000349.1_RagTag	1	630	2984842
scaffold_group006	scat_0001	VYXG01017113.1_RagTag	1	629	2984842
scaffold_group006	scat_0001	VYXG01017094.1_RagTag	1	621	2984842
scaffold_group006	scat_0001	ScTjWWh_751-HRSCAF-1216_RagTag	1	617	2984842
scaffold_group006	scat_0001	VYXG01017076.1_RagTag	1	614	2984842
scaffold_group006	scat_0001	VYXG01017051.1_RagTag	1	608	2984842
scaffold_group006	scat_0001	VYXG01008352.1_RagTag	1	606	2984842
scaffold_group006	scat_0001	VYXG01010991.1_RagTag	1	598	2984842
scaffold_group006	scat_0001	VYXG01006939.1_RagTag	1	596	2984842
scaffold_group006	scat_0001	VYXG01001244.1_RagTag	1	589	2984842
scaffold_group006	scat_0001	VYXG01016997.1_RagTag	1	589	2984842
scaffold_group006	scat_0001	VYXG01012459.1_RagTag	1	580	2984842
scaffold_group006	scat_0001	VYXG01016964.1_RagTag	1	579	2984842
scaffold_group006	scat_0001	VYXG01016952.1_RagTag	1	572	2984842
scaffold_group006	scat_0001	VYXG01009400.1_RagTag	1	570	2984842
scaffold_group006	scat_0001	VYXG01009205.1_RagTag	1	566	2984842
scaffold_group006	scat_0001	VYXG01007840.1_RagTag	1	561	2984842
scaffold_group006	scat_0001	ScTjWWh_1488-HRSCAF-2394_RagTag	1	559	2984842
scaffold_group006	scat_0001	VYXG01004607.1_RagTag	1	556	2984842
scaffold_group006	scat_0001	VYXG01009455.1_RagTag	1	553	2984842
scaffold_group006	scat_0001	VYXG01016895.1_RagTag	1	551	2984842
scaffold_group006	scat_0001	VYXG01016875.1_RagTag	1	547	2984842
scaffold_group006	scat_0001	VYXG01003259.1_RagTag	1	545	2984842
scaffold_group006	scat_0001	VYXG01001247.1_RagTag	1	541	2984842
scaffold_group006	scat_0001	VYXG01000654.1_RagTag	1	539	2984842
scaffold_group006	scat_0001	VYXG01016832.1_RagTag	1	537	2984842
scaffold_group006	scat_0001	VYXG01001136.1_RagTag	1	531	2984842
scaffold_group006	scat_0001	VYXG01010052.1_RagTag	1	531	2984842
scaffold_group006	scat_0001	VYXG01006622.1_RagTag	1	526	2984842
scaffold_group006	scat_0001	VYXG01012664.1_RagTag	1	525	2984842
scaffold_group006	scat_0001	VYXG01012480.1_RagTag	1	521	2984842
scaffold_group006	scat_0001	VYXG01012784.1_RagTag	1	520	2984842
scaffold_group006	scat_0001	VYXG01004567.1_RagTag	1	515	2984842
scaffold_group006	scat_0001	VYXG01000479.1_RagTag	1	514	2984842
scaffold_group006	scat_0001	VYXG01003464.1_RagTag	1	511	2984842
scaffold_group006	scat_0001	VYXG01006565.1_RagTag	1	509	2984842
scaffold_group006	scat_0001	VYXG01009910.1_RagTag	1	508	2984842
scaffold_group006	scat_0001	VYXG01007444.1_RagTag	1	504	2984842
scaffold_group006	scat_0001	VYXG01008114.1_RagTag	1	503	2984842
scaffold_group006	scat_0001	VYXG01002811.1_RagTag	1	500	2984842
scaffold_group006	scat_0001	ScTjWWh_2343-HRSCAF-3704_RagTag	1	498	2984842
scaffold_group006	scat_0001	VYXG01007127.1_RagTag	1	496	2984842
scaffold_group006	scat_0001	VYXG01002176.1_RagTag	1	493	2984842
scaffold_group006	scat_0001	VYXG01008146.1_RagTag	1	492	2984842
scaffold_group006	scat_0001	VYXG01010972.1_RagTag	1	490	2984842
scaffold_group006	scat_0001	VYXG01016654.1_RagTag	1	487	2984842
scaffold_group006	scat_0001	VYXG01001526.1_RagTag	1	484	2984842
scaffold_group006	scat_0001	VYXG01016645.1_RagTag	1	484	2984842
scaffold_group006	scat_0001	VYXG01008406.1_RagTag	1	480	2984842
scaffold_group006	scat_0001	VYXG01006316.1_RagTag	1	479	2984842
scaffold_group006	scat_0001	ScTjWWh_3330-HRSCAF-5224_RagTag	1	477	2984842
scaffold_group006	scat_0001	VYXG01007563.1_RagTag	1	476	2984842
scaffold_group006	scat_0001	VYXG01002745.1_RagTag	1	472	2984842
scaffold_group006	scat_0001	VYXG01009796.1_RagTag	1	472	2984842
scaffold_group006	scat_0001	VYXG01001890.1_RagTag	1	468	2984842
scaffold_group006	scat_0001	VYXG01011795.1_RagTag	1	468	2984842
scaffold_group006	scat_0001	VYXG01008598.1_RagTag	1	465	2984842
scaffold_group006	scat_0001	VYXG01016552.1_RagTag	1	464	2984842
scaffold_group006	scat_0001	VYXG01012825.1_RagTag	1	461	2984842
scaffold_group006	scat_0001	VYXG01005069.1_RagTag	1	460	2984842
scaffold_group006	scat_0001	VYXG01016522.1_RagTag	1	458	2984842
scaffold_group006	scat_0001	VYXG01002581.1_RagTag	1	455	2984842
scaffold_group006	scat_0001	VYXG01016502.1_RagTag	1	455	2984842
scaffold_group006	scat_0001	VYXG01010509.1_RagTag	1	452	2984842
scaffold_group006	scat_0001	VYXG01008751.1_RagTag	1	450	2984842
scaffold_group006	scat_0001	VYXG01004740.1_RagTag	1	448	2984842
scaffold_group006	scat_0001	VYXG01016447.1_RagTag	1	447	2984842
scaffold_group006	scat_0001	VYXG01016441.1_RagTag	1	445	2984842
scaffold_group006	scat_0001	VYXG01008450.1_RagTag	1	443	2984842
scaffold_group006	scat_0001	VYXG01004825.1_RagTag	1	442	2984842
scaffold_group006	scat_0001	VYXG01012041.1_RagTag	1	439	2984842
scaffold_group006	scat_0001	VYXG01016404.1_RagTag	1	438	2984842
scaffold_group006	scat_0001	VYXG01010643.1_RagTag	1	434	2984842
scaffold_group006	scat_0001	VYXG01000801.1_RagTag	1	433	2984842
scaffold_group006	scat_0001	VYXG01016380.1_RagTag	1	433	2984842
scaffold_group006	scat_0001	VYXG01004143.1_RagTag	1	428	2984842
scaffold_group006	scat_0001	VYXG01010880.1_RagTag	1	428	2984842
scaffold_group006	scat_0001	VYXG01001306.1_RagTag	1	425	2984842
scaffold_group006	scat_0001	VYXG01016320.1_RagTag	1	425	2984842
scaffold_group006	scat_0001	VYXG01008857.1_RagTag	1	420	2984842
scaffold_group006	scat_0001	VYXG01016296.1_RagTag	1	419	2984842
scaffold_group006	scat_0001	VYXG01006099.1_RagTag	1	415	2984842
scaffold_group006	scat_0001	VYXG01016265.1_RagTag	1	415	2984842
scaffold_group006	scat_0001	VYXG01006658.1_RagTag	1	411	2984842
scaffold_group006	scat_0001	VYXG01012631.1_RagTag	1	410	2984842
scaffold_group006	scat_0001	VYXG01012674.1_RagTag	1	406	2984842
scaffold_group006	scat_0001	VYXG01016180.1_RagTag	1	404	2984842
scaffold_group006	scat_0001	VYXG01016169.1_RagTag	1	402	2984842
scaffold_group006	scat_0001	VYXG01011229.1_RagTag	1	398	2984842
scaffold_group006	scat_0001	VYXG01009260.1_RagTag	1	396	2984842
scaffold_group006	scat_0001	VYXG01001278.1_RagTag	1	393	2984842
scaffold_group006	scat_0001	VYXG01002815.1_RagTag	1	390	2984842
scaffold_group006	scat_0001	VYXG01003167.1_RagTag	1	387	2984842
scaffold_group006	scat_0001	VYXG01016051.1_RagTag	1	386	2984842
scaffold_group006	scat_0001	VYXG01015997.1_RagTag	1	381	2984842
scaffold_group006	scat_0001	VYXG01008107.1_RagTag	1	378	2984842
scaffold_group006	scat_0001	VYXG01001332.1_RagTag	1	376	2984842
scaffold_group006	scat_0001	VYXG01002322.1_RagTag	1	373	2984842
scaffold_group006	scat_0001	VYXG01015916.1_RagTag	1	369	2984842
scaffold_group006	scat_0001	VYXG01015877.1_RagTag	1	366	2984842
scaffold_group006	scat_0001	VYXG01015872.1_RagTag	1	365	2984842
